"MEDIUM","FABRIC","TECHNIQUE","FORM","SUB-FORM","START_DATE","END_DATE","PAINTER","POTTER","SUBJECT_ADDITIONAL","LOCATION_COUNTRY","LOCATION_CITY","COLLECTION_NAME","COLLECTION_ID","PROVENIENCE","modified","local_unique_identifier","TRENDALL_ID","scene_type_a_cv","IMAGE_SERIES","SCENE_TYPE_A","MUSICAL_SCENE_TYPE_A","CAT_DESCRIPTION_A","SIDE_A_DETAILS","SIDE_A_INSTRUMENTS_AND_NUMBERS","SIDE_A_PERFORMERS","SIDE_A_PERFORMER_LOCATION","SIDE_A_PERFORMER_ACTION","SIDE_A_NUMBER_OF_FIGURES","SIDE_A_COMPOSITION","SCENE_TYPE_B","MUSICAL_SCENE_TYPE_B","CAT_DESCRIPTION_B","SIDE_B_DETAILS","SIDE_B_INSTRUMENTS_AND_NUMBERS","SIDE_B_PERFORMERS","SIDE_B_PERFORMER_LOCATION","SIDE_B_PERFORMER_ACTION","SIDE_B_NUMBER_OF_FIGURES","SIDE_B_COMPOSITION","IMAGE_IDS","NOTES","PUBLICATION","CATEGORY_1","CATEGORY_2","RVAp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Volute","0410","0390","Painter of the Birth of Dionysos",,,,"Brussels","Mus�es Royaux d'Art et d'Histoire","A 1018",,"2017-02-20T22:30:00-06:00","2-09",2.09,,"6142-47","PROCESSION (DIONYSIAC), MYTHOLOGICAL, DINING (DIONYSIAC)","PROCESSION (DIONYSIAC)(TYM), PROCESSION (DIONYSIAC)(AU)","neck: satyrs, youth (Dionysos), and woman playing the aulos moving left; body: above, Apotheosis of Herakles, below, Dionysos reclining with Ariadne","Body: two tiers, above the apotheosis of Herakles with a winged female (Nike?) carrying a kottabos stand moves L, followed by a quadriga driven by Athena with Herakles (unbearded, nude, with club, lion's skin, and white band) and a tiny, frontal owl carrying a laurel wreath above and another female winged figure with spear and shield behind; below a Dionysiac dining scene with a � satyr with thyrsos looks R and up, next to a woman seated, hair up, holding a lotus (?) next to a reclining youth (Dionysos?) holding a thyrsos and kantharos (un-stemmed), and a maenad looking L and moving right w/thyrsos; neck: nude youth with stick and kalathos prancing L, nude youth with scarf frontal, moving L and holding a kantharos and torch, nude, frontal youth moving L, looking R at tambourine raised up in L hand, woman, clothed, walking L, facing L, and playing the aulos","1_(TYM),1_(AU)","M(TYM),F(AU)","NECKC(TYM),NECKR(AU)","WALKING(TYM),WALKING(AU)","4_F,5_M,2_OW,1_S,5_A","2_ROWS","ATTENDANT, MYTHOLOGICAL","MYTHOLOGICAL(SA)","neck: seated youth wih spears and attendants; body: amazonomachy","Body: amazonomachy in two tiers, above amazon facing R with bow taut, wearing Persian cap, amazon wearing Persian cap and hurling spear on horseback facing R, a helmet, a dying (?) amazon leaning R and frontal, a scabbarded sword above, and a Greek with full crested helmet and wearing a belted scarf over his torso carrying a shield and thrusting his spear to the L, lower a nude youth with cap-helmet carrying shield and thrusting spear to the R, a youth (frontal) wearing a loincloth, carrying a shield, and winding up to throw his spear to the R, an amazon attacking L with an axe/mallet, an amazon with cape and cap-helmet facing L, playing the salpinx, and holding a spear; neck: a nude youth with scarf carrying a vessel to the R, behind a seated youth with two spears and a cap-helmet facing R, woman with phiale and lekythos standing and facing warrior-youth, another youth leaning on a rock and with shield and two spears, column","1_(SA)","F(SA)","DOWNR(SA)","STANDING(SA)","6_F,6_M,1_A","2_ROWS","IMAG6142.jpg, IMAG6143.jpg, IMAG6144.jpg, IMAG6145.jpg, IMAG6146.jpg, IMAG6147.jpg",,,"MTH",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater (?)","FRAG","0410","0390","Painter of the Birth of Dionysos",,,,"Amsterdam","Allard Pierson Museum",2579,,"2017-02-20T22:30:00-06:00","2-1",2.1,,"6151-52","RELIGIOUS (APOLLO)","RELIGIOUS (APOLLO)(CHYL)","fragmentary: temple with cult statue of Apollo, Apollo holding lyre, woman with spear (?)","Temple with cult statue of Apollo holding a bow and phiale, Apollo seated in front (inscription above head), facing L, playing (with fingers on strings) a chelys lyre, woman with thyrsos (?) facing (fragmentary)","1_(CHYL)","M(CHYL)","?(CHYL)","?(CHYL)","1_F,1_M","?","PROCESSION (? DIONYSIAC)","PROCESSION (? DIONYSIAC)(TYM)","fragment: Dionysos (inscribed), a woman with tympanon, and a bearded satyr move right towards a tripod","From another part near the rim (possibly not on the opposite side), a youth with vines in his hair (inscribed: Dionysos) holds a weird branch-thing with multiple bulbs at the top facing L, a woman looking L beats a tambourine raised to the R, and a satyr moves R towards a tripod and looks at his extended L hand in which he holds a stemmed kantharos","1_(TYM)","F(TYM)","?(TYM)","?(TYM)","1_M,1_F,1_S","?","IMAG6151.jpg, IMAG6152.jpg",,,"DIO","MTH","RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Calyx","0410","0390","Painter of the Birth of Dionysos",,,,"Taranto","MARTA",4600,,"2017-02-20T22:30:00-06:00","2-11",2.11,,"6153-55","MYTHOLOGICAL, FUNERARY",,"fragmentary: Alkmene on a pyre with Amphitryton (inscribed), eros above, Zeus to left, and Hermes to right","fragmentary; a female sits on a pyre/altar facing R, head down; winged eros above, thunderbolt floating, bearded male mostly nude (inscribed Amphitrion, with scarf covering hid-section) walks to the L, Hermes with Kerykion looks on  from above R",,,,,"1_F,1_M,1_E","SINGLE","ATTENDANT, DINING","ATTENDANT(TYM), DINING(TYM)","fragmentary: ""youthful Herakles, with maenad to left"" with Herakles holding a kantharos","fragmentary; woman, with high-belted chiton, faces R, tugs at dress with R hand and holds out a tambourine with her L; seated/reclining (?) torso-nude male with wreath holding kantharos, club, bough, and quiver hanging from above...","1_(TYM)","F(TYM)","UPC(TYM)","STANDING(TYM)","1_F,1_M","?","IMAG6153.jpg, IMAG6154.jpg, IMAG6155.jpg",,,"DIO",,"RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","FRAG Calyx (?)","0410","0390","Painter of the Birth of Dionysos",,,,"Taranto","MARTA",124007,,"2017-02-20T22:30:00-06:00","2-18",2.18,,"6157-58","MYTHOLOGICAL","MYTHOLOGICAL(TYM), MYTHOLOGICAL(TYM)","fragmentary: Perseus with the head of Medusa, Athena, and bearded satyrs","In the centre, Perseus, wearing a winged helmet and cloak, holds up the head of Medusa in his R hand and extends a basket/kalathos in his L; to his L a bearded satyr dances to the L and carries a phiale (?) or cushion (?), the head of a woman (?) with tambourine raised just under Medusa's head, to Perseus's R a male torso facing L, a female with staff and helmet (Athena?) facing L, and a bearded satyr with small, erect phallus faces L and holds up a tambourine; on the lower part of the body (reverse?), fragments of a satyr with kalathos, a woman with a tympanon next to an umbrella (?), and another fragmentary male torso (satyr?)","2_(TYM)","F(TYM),S(TYM)","UPL(TYM),UPR(TYM)","?(TYM),STANDING(TYM)","1_F,1_M,2_S","?","PROCESSION(DIONYSIAC)","PROCESSION(DIONYSIAC)(TYM)","fragmentary: two satyrs and a woman with a tympanon moving right",,"1_(TYM)","F(TYM)","MIDC(TYM)","STANDING(TYM)","1_F,1_S,1_?",,"IMAG6157.jpg, IMAG6158.jpg",,,"MTH","DIO","RVAp I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0340","0320","Painter of the Truro Pelike",,,,"Zagreb","Archaeological Museum",1079,,"2017-02-20T22:30:00-06:00","20-04",20.04,,540,"PROCESSION (EROS)","PROCESSION (EROS)(TYM)","woman and eros with tympanon walking left","woman and eros with tympanon walking left","1_(TYM)","E(TYM)","C(TYM)","WALKING(TYM)","1_F,1_E","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0540.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Amphora",,"0340","0320","Group of Vatican Z 16",,,,"Vatican","Museo Gregoriano Etrusco","V 42",,"2017-02-20T22:30:00-06:00","20-1",20.1,,659,"PROCESSION","PROCESSION(TYM)","youth with tympanon, woman with situla moving left","youth with tympanon, woman with situla moving left","1_(TYM)","M(TYM)","L(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0659.jpg",,,"SGL",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Amphora",,"0340","0320","Group of Vatican Z 16",,,,"Lecce","Museo Provinciale Sigismondo Castromediano",845,,"2017-02-20T22:30:00-06:00","20-103",20.103,,660,"COURTSHIP","COURTSHIP(TYM)","youth, seated woman with tympanon","youth, seated woman with tympanon","1_(TYM)","F(TYM)","R(TYM)","SEATED(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0660.jpg",,,"ECA",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Nestoris","Type 2","0340","0320","Group of Vatican Z 16",,,,"Naples","MANN","2215 (81833)",,"2017-02-20T22:30:00-06:00","20-105",20.105,,662,"COURTSHIP (DIONYSIAC?)","COURTSHIP (DIONYSIAC?)(TYM)","seated woman with thyrsos, satyr with fan and tympanon","seated woman with thyrsos, satyr with fan and tympanon","1_(TYM)","S(TYM)","R(TYM)","LEANING(TYM)","1_F,1_S","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0662.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Nestoris","Type 2","0340","0320","Group of Vatican Z 16",,,,"Naples","MANN","2220 (81828)",,"2017-02-20T22:30:00-06:00","20-106",20.106,,663,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","woman with grapes and tympanon, seated youth","woman with grapes and tympanon, seated youth","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0663.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Nestoris","Type 2","0340","0320","Group of Vatican Z 16",,,,"Naples","MANN","2206 (81824)",,"2017-02-20T22:30:00-06:00","20-107",20.107,,666,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","woman with grapes and tympanon, seated youth","woman with grapes and tympanon, seated youth","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","NO PHOTO",,,,,,,,,,"IMAG0666.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0340","0320","Group of Vatican Z 16",,,,"Naples","Private Collection","2-13-1",,"2017-02-20T22:30:00-06:00","20-107a","20.107a",,"0667-68","ATTENDANT","ATTENDANT(TYM)","woman with tympanon and box, seated youth","woman with tympanon and box, seated youth","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0667.jpg, IMAG0668.jpg",,,"DIO",,"Who knows?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0340","0320","Group of Zurich 2659",,,,"Oxford","Ashmolean Museum",1960.12,,"2017-02-20T22:30:00-06:00","20-124",20.124,,670,"ATTENDANT","ATTENDANT(TYM)","seated youth, woman with tympanon and patera","seated youth, woman with tympanon and patera","1_(TYM)","F(TYM)","R(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0670.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0340","0320","Group of Zurich 2659",,,,"Vatican","Museo Gregoriano Etrusco","Z 7 (18134)",,"2017-02-20T22:30:00-06:00","20-133",20.133,,673,"COURTSHIP (EROS)","COURTSHIP (EROS)(TYM)","seated woman, eros with tympanon and phiale","seated woman, eros with tympanon and phiale","1_(TYM)","E(TYM)","R(TYM)","STANDING(TYM)","1_F,1_E","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0673.jpg",,,"ECA",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0340","0320","Painter of Leiden Si 3",,,,"Zurich","Fachbereich Klassische Arch�ologie (Universit�t Z�rich)",2649,,"2017-02-20T22:30:00-06:00","20-146",20.146,,674,"COURTSHIP","COURTSHIP(TYM)","seated woman with tympanon, youth with situla","seated woman with tympanon, youth with situla","1_(TYM)","F(TYM)","L(TYM)","SEATED(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0674.jpg",,,"ECA",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0340","0320","Painter of Leiden Si 3",,,,"Warsaw","P�nstwowe Muzeum Archeologiczne",147363,,"2017-02-20T22:30:00-06:00","20-148",20.148,,675,"ATTENDANT","ATTENDANT(TYM)","seated youth, woman with tympanon","seated youth, woman with tympanon","1_(TYM)","F(TYM)","R(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0675.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0340","0320","Painter of Leiden Si 3",,,,"Leiden","Rijksmuseum van Oudheden","Si 3",,"2017-02-20T22:30:00-06:00","20-149",20.149,,"0677-80","ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","woman with tympanon and grapes, seated youth","woman with tympanon and grapes, seated youth","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0677.jpg, IMAG0678.jpg, IMAG0679.jpg, IMAG0680.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0340","0320","Painter of Leiden Si 3",,,,"London","Market (Christie's)","08.07.81 190",,"2017-02-20T22:30:00-06:00","20-152a","20.152a",,681,"COURTSHIP (DIONYSIAC?)","COURTSHIP (DIONYSIAC?)(TYM)","seated woman with tympanon and ball, youth with mirror and grapes","seated woman with tympanon and ball, youth with mirror and grapes","1_(TYM)","F(TYM)","L(TYM)","SEATED(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0681.jpg",,,"DIO",,"Who knows?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0340","0320","Painter of Vatican Z 20",,,,"Sydney","Nicholson Museum",70,,"2017-02-20T22:30:00-06:00","20-16",20.16,,683,"PROCESSION (DIONYSIAC?)","PROCESSION (DIONYSIAC?)(TYM)","woman with thyrsos and tympanon and youth with thyrsos walking right","woman with thyrsos and tympanon and youth with thyrsos walking right","1_(TYM)","F(TYM)","L(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0683.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0340","0320","Lucera Painter",,,,"Lausanne","Menna Collection",,,"2017-02-20T22:30:00-06:00","20-163a","20.163a",,685,"PROCESSION (DIONYSIAC?)","PROCESSION (DIONYSIAC?)(TYM)","woman with thyrsos and box, youth with tympanon walking left","woman with thyrsos and box, youth with tympanon walking left","1_(TYM)","M(TYM)","R(TYM)","WALKING(TYM)","1_F,1_M","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0685.jpg",,,"DIO",,"Who knows?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0340","0320","Lucera Painter",,,,"London","Market (Sotheby's)","18.05.81 393",,"2017-02-20T22:30:00-06:00","20-164b","20.164b",,686,"PROCESSION (DIONYSIAC?)","PROCESSION (DIONYSIAC?)(TYM)","satyr with thyrsos and platter, woman with tympanon walking left","satyr with thyrsos and platter, woman with tympanon walking left","1_(TYM)","F(TYM)","R(TYM)","WALKING(TYM)","1_F,1_S","SINGLE","NO PHOTO",,,,,,,,,,"IMAG0686.jpg",,,"DIO",,"Who knows?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Pelike",,"0340","0320","Lucera Painter",,,,"Catania","Museo Comunale","MB 4391 (L 784)",,"2017-02-20T22:30:00-06:00","20-173",20.173,,"0691-","ATTENDANT (EROS)","ATTENDANT (EROS)(TYM)","woman with tympanon and platter, seated eros","woman with tympanon and platter, seated eros","1_(TYM)","F(TYM)","L(TYM)","STANDING(TYM)","1_F,1_E","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0691-.jpg",,,"ECA",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0340","0320","Lucera Painter",,,,"Naples","MANN","1943 (81657)",,"2017-02-20T22:30:00-06:00","20-175",20.175,,693,"ATTENDANT (EROS)","ATTENDANT (EROS)(TYM)","seated eros with box, woman with thyrsos and tympanon","seated eros with box, woman with thyrsos and tympanon","1_(TYM)","F(TYM)","R(TYM)","STANDING(TYM)","1_F,1_E","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0693.jpg",,,"ECA",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Apulian",,"Krater","Bell","0340","0320","Lucera Painter",,,,"Vienna","Kunsthistorisches Museum",76,,"2017-02-20T22:30:00-06:00","20-176",20.176,,694,"ATTENDANT (DIONYSIAC)","ATTENDANT (DIONYSIAC)(TYM)","woman, seated satyr with thyrsos","woman, seated satyr with thyrsos","1_(TYM)","F(TYM)","L(TYM)","LEANING(TYM)","1_F,1_S","SINGLE","MANTLE FIGURES",,"2 youths","2 youths",,,,,"2_M","SINGLE","IMAG0694.jpg",,,"DIO",,"RVAp II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
